Date,Currency,Central Rate,Inflation Rate NG,Inflation Rate US,Crude Oil Price in USD
2015-10-05,US DOLLAR,196.5,9.3,0.2,48.92
2015-10-06,US DOLLAR,196.5,9.3,0.2,50.08
2015-10-07,US DOLLAR,196.5,9.3,0.2,52.76
2015-10-08,US DOLLAR,196.5,9.3,0.2,52.0
2015-10-09,US DOLLAR,196.5,9.3,0.2,53.48
2015-10-12,US DOLLAR,196.48,9.3,0.2,52.67
2015-10-13,US DOLLAR,196.48,9.3,0.2,50.15
2015-10-14,US DOLLAR,196.48,9.3,0.2,48.47
2015-10-15,US DOLLAR,196.5,9.3,0.2,48.8
2015-10-16,US DOLLAR,196.5,9.3,0.2,49.59
2015-10-19,US DOLLAR,196.5,9.3,0.2,49.15
2015-10-20,US DOLLAR,196.48,9.3,0.2,47.84
2015-10-21,US DOLLAR,196.48,9.3,0.2,47.19
2015-10-22,US DOLLAR,196.5,9.3,0.2,47.37
2015-10-23,US DOLLAR,196.5,9.3,0.2,47.32
2015-10-26,US DOLLAR,196.47,9.3,0.2,47.02
2015-10-27,US DOLLAR,196.47,9.3,0.2,46.3
2015-10-28,US DOLLAR,196.47,9.3,0.2,46.95
2015-10-29,US DOLLAR,196.5,9.3,0.2,47.77
2015-10-30,US DOLLAR,196.5,9.3,0.2,48.32
2015-11-02,US DOLLAR,196.48,9.4,0.5,48.61
2015-11-03,US DOLLAR,196.48,9.4,0.5,48.66
2015-11-04,US DOLLAR,196.48,9.4,0.5,49.02
2015-11-05,US DOLLAR,196.5,9.4,0.5,47.4
2015-11-06,US DOLLAR,196.5,9.4,0.5,47.5
2015-11-09,US DOLLAR,196.48,9.4,0.5,46.97
2015-11-10,US DOLLAR,196.48,9.4,0.5,46.03
2015-11-11,US DOLLAR,196.48,9.4,0.5,46.67
2015-11-12,US DOLLAR,196.5,9.4,0.5,45.26
2015-11-13,US DOLLAR,196.5,9.4,0.5,43.66
2015-11-16,US DOLLAR,196.5,9.4,0.5,43.38
2015-11-17,US DOLLAR,196.47,9.4,0.5,41.87
2015-11-18,US DOLLAR,196.47,9.4,0.5,41.99
2015-11-19,US DOLLAR,196.5,9.4,0.5,42.42
2015-11-20,US DOLLAR,196.5,9.4,0.5,42.75
2015-11-23,US DOLLAR,196.5,9.4,0.5,42.88
2015-11-24,US DOLLAR,196.5,9.4,0.5,44.52
2015-11-25,US DOLLAR,196.5,9.4,0.5,44.15
2015-11-26,US DOLLAR,196.5,9.4,0.5,44.27
2015-11-30,US DOLLAR,196.5,9.4,0.5,43.72
2015-12-01,US DOLLAR,196.47,9.6,0.7,43.35
2015-12-02,US DOLLAR,196.47,9.6,0.7,42.46
2015-12-03,US DOLLAR,196.5,9.6,0.7,41.84
2015-12-04,US DOLLAR,196.47,9.6,0.7,42.63
2015-12-07,US DOLLAR,196.5,9.6,0.7,40.75
2015-12-08,US DOLLAR,196.47,9.6,0.7,39.3
2015-12-09,US DOLLAR,196.47,9.6,0.7,39.28
2015-12-10,US DOLLAR,196.47,9.6,0.7,39.04
2015-12-11,US DOLLAR,196.5,9.6,0.7,38.11
2015-12-14,US DOLLAR,196.5,9.6,0.7,35.94
2015-12-15,US DOLLAR,196.47,9.6,0.7,37.43
2015-12-17,US DOLLAR,196.47,9.6,0.7,36.63
2015-12-18,US DOLLAR,196.5,9.6,0.7,36.18
2015-12-21,US DOLLAR,196.5,9.6,0.7,35.56
2015-12-22,US DOLLAR,196.5,9.6,0.7,35.57
2015-12-23,US DOLLAR,196.5,9.6,0.7,35.49
2015-12-29,US DOLLAR,196.5,9.6,0.7,36.09
2015-12-30,US DOLLAR,196.5,9.6,0.7,36.36
2015-12-31,US DOLLAR,196.5,9.6,0.7,35.7
2016-01-04,US DOLLAR,196.5,9.6,1.4,37.94
2016-01-05,US DOLLAR,196.5,9.6,1.4,36.33
2016-01-06,US DOLLAR,196.5,9.6,1.4,34.13
2016-01-07,US DOLLAR,196.5,9.6,1.4,32.32
2016-01-08,US DOLLAR,196.5,9.6,1.4,32.5
2016-01-11,US DOLLAR,196.5,9.6,1.4,31.31
2016-01-12,US DOLLAR,196.5,9.6,1.4,29.65
2016-01-13,US DOLLAR,196.5,9.6,1.4,29.47
2016-01-14,US DOLLAR,196.5,9.6,1.4,27.96
2016-01-15,US DOLLAR,196.5,9.6,1.4,28.93
2016-01-18,US DOLLAR,196.5,9.6,1.4,27.66
2016-01-19,US DOLLAR,196.5,9.6,1.4,26.95
2016-01-20,US DOLLAR,196.5,9.6,1.4,27.59
2016-01-21,US DOLLAR,196.5,9.6,1.4,25.81
2016-01-22,US DOLLAR,196.5,9.6,1.4,29.47
2016-01-25,US DOLLAR,197.5,9.6,1.4,30.25
2016-01-26,US DOLLAR,196.5,9.6,1.4,28.95
2016-01-27,US DOLLAR,196.5,9.6,1.4,30.19
2016-01-28,US DOLLAR,196.5,9.6,1.4,32.92
2016-01-29,US DOLLAR,196.5,9.6,1.4,32.96
2016-02-01,US DOLLAR,196.5,11.4,1.0,32.59
2016-02-02,US DOLLAR,196.5,11.4,1.0,30.35
2016-02-03,US DOLLAR,196.5,11.4,1.0,30.69
2016-02-04,US DOLLAR,196.5,11.4,1.0,32.83
2016-02-05,US DOLLAR,196.5,11.4,1.0,31.7
2016-02-08,US DOLLAR,196.5,11.4,1.0,31.11
2016-02-09,US DOLLAR,196.5,11.4,1.0,30.75
2016-02-10,US DOLLAR,196.5,11.4,1.0,28.85
2016-02-11,US DOLLAR,196.5,11.4,1.0,29.15
2016-02-12,US DOLLAR,196.5,11.4,1.0,29.94
2016-02-15,US DOLLAR,196.5,11.4,1.0,32.32
2016-02-16,US DOLLAR,196.5,11.4,1.0,32.66
2016-02-17,US DOLLAR,196.5,11.4,1.0,31.51
2016-02-19,US DOLLAR,196.5,11.4,1.0,32.28
2016-02-22,US DOLLAR,196.5,11.4,1.0,32.54
2016-02-23,US DOLLAR,196.5,11.4,1.0,32.89
2016-02-24,US DOLLAR,196.5,11.4,1.0,31.26
2016-02-25,US DOLLAR,196.5,11.4,1.0,32.15
2016-02-26,US DOLLAR,196.5,11.4,1.0,34.6
2016-02-29,US DOLLAR,196.5,11.4,1.0,34.76
2016-03-01,US DOLLAR,196.5,12.8,0.9,35.83
2016-03-02,US DOLLAR,196.5,12.8,0.9,35.53
2016-03-03,US DOLLAR,196.5,12.8,0.9,35.7
2016-03-04,US DOLLAR,196.5,12.8,0.9,35.76
2016-03-07,US DOLLAR,196.5,12.8,0.9,38.45
2016-03-08,US DOLLAR,196.5,12.8,0.9,39.46
2016-03-09,US DOLLAR,196.5,12.8,0.9,39.02
2016-03-10,US DOLLAR,196.5,12.8,0.9,39.74
2016-03-11,US DOLLAR,196.5,12.8,0.9,39.52
2016-03-14,US DOLLAR,196.5,12.8,0.9,38.37
2016-03-15,US DOLLAR,196.5,12.8,0.9,37.43
2016-03-16,US DOLLAR,196.5,12.8,0.9,38.33
2016-03-17,US DOLLAR,196.5,12.8,0.9,39.29
2016-03-18,US DOLLAR,196.5,12.8,0.9,39.67
2016-03-21,US DOLLAR,196.5,12.8,0.9,39.41
2016-03-22,US DOLLAR,196.5,12.8,0.9,40.03
2016-03-23,US DOLLAR,196.5,12.8,0.9,40.19
2016-03-24,US DOLLAR,196.5,12.8,0.9,37.85
2016-03-29,US DOLLAR,196.5,12.8,0.9,37.44
2016-03-30,US DOLLAR,196.5,12.8,0.9,37.83
2016-03-31,US DOLLAR,196.5,12.8,0.9,37.32
2016-04-01,US DOLLAR,196.5,13.7,1.1,37.23
2016-04-04,US DOLLAR,196.5,13.7,1.1,36.38
2016-04-05,US DOLLAR,196.5,13.7,1.1,35.51
2016-04-06,US DOLLAR,196.5,13.7,1.1,36.92
2016-04-08,US DOLLAR,196.5,13.7,1.1,39.29
2016-04-11,US DOLLAR,196.5,13.7,1.1,40.91
2016-04-12,US DOLLAR,196.5,13.7,1.1,42.18
2016-04-13,US DOLLAR,196.5,13.7,1.1,42.99
2016-04-14,US DOLLAR,196.5,13.7,1.1,42.78
2016-04-15,US DOLLAR,196.5,13.7,1.1,41.65
2016-04-18,US DOLLAR,196.5,13.7,1.1,40.26
2016-04-19,US DOLLAR,196.5,13.7,1.1,42.41
2016-04-20,US DOLLAR,196.5,13.7,1.1,42.35
2016-04-21,US DOLLAR,196.5,13.7,1.1,44.19
2016-04-22,US DOLLAR,196.5,13.7,1.1,43.4
2016-04-25,US DOLLAR,196.5,13.7,1.1,43.41
2016-04-26,US DOLLAR,196.5,13.7,1.1,42.81
2016-04-27,US DOLLAR,196.5,13.7,1.1,44.77
2016-04-28,US DOLLAR,196.5,13.7,1.1,45.4
2016-04-29,US DOLLAR,196.5,13.7,1.1,46.29
2016-05-03,US DOLLAR,196.5,15.6,1.0,44.15
2016-05-04,US DOLLAR,196.5,15.6,1.0,43.38
2016-05-05,US DOLLAR,196.5,15.6,1.0,44.13
2016-05-06,US DOLLAR,196.5,15.6,1.0,43.59
2016-05-09,US DOLLAR,196.5,15.6,1.0,44.17
2016-05-10,US DOLLAR,196.5,15.6,1.0,43.11
2016-05-11,US DOLLAR,196.5,15.6,1.0,44.81
2016-05-12,US DOLLAR,196.5,15.6,1.0,46.64
2016-05-13,US DOLLAR,196.5,15.6,1.0,46.86
2016-05-16,US DOLLAR,196.5,15.6,1.0,47.85
2016-05-17,US DOLLAR,196.5,15.6,1.0,48.44
2016-05-18,US DOLLAR,196.5,15.6,1.0,48.59
2016-05-19,US DOLLAR,196.5,15.6,1.0,47.17
2016-05-20,US DOLLAR,196.5,15.6,1.0,48.02
2016-05-23,US DOLLAR,196.5,15.6,1.0,47.84
2016-05-24,US DOLLAR,196.5,15.6,1.0,47.93
2016-05-25,US DOLLAR,196.5,15.6,1.0,48.75
2016-05-26,US DOLLAR,196.5,15.6,1.0,49.64
2016-05-27,US DOLLAR,196.5,15.6,1.0,48.72
2016-05-31,US DOLLAR,196.5,15.6,1.0,49.52
2016-06-01,US DOLLAR,196.5,16.5,1.0,48.18
2016-06-02,US DOLLAR,196.5,16.5,1.0,49.0
2016-06-03,US DOLLAR,196.5,16.5,1.0,49.44
2016-06-06,US DOLLAR,196.5,16.5,1.0,49.48
2016-06-07,US DOLLAR,196.5,16.5,1.0,49.6
2016-06-08,US DOLLAR,196.5,16.5,1.0,50.91
2016-06-09,US DOLLAR,196.5,16.5,1.0,50.84
2016-06-13,US DOLLAR,196.5,16.5,1.0,49.06
2016-06-14,US DOLLAR,196.5,16.5,1.0,48.6
2016-06-15,US DOLLAR,196.5,16.5,1.0,47.61
2016-06-16,US DOLLAR,196.5,16.5,1.0,46.32
2016-06-17,US DOLLAR,196.5,16.5,1.0,46.63
2016-06-20,US DOLLAR,279.5,16.5,1.0,48.54
2016-06-21,US DOLLAR,283.5,16.5,1.0,48.43
2016-06-22,US DOLLAR,281.0,16.5,1.0,49.2
2016-06-23,US DOLLAR,280.5,16.5,1.0,48.9
2016-06-24,US DOLLAR,280.5,16.5,1.0,46.92
2016-06-27,US DOLLAR,281.5,16.5,1.0,46.04
2016-06-28,US DOLLAR,282.0,16.5,1.0,46.32
2016-06-29,US DOLLAR,282.25,16.5,1.0,47.91
2016-06-30,US DOLLAR,282.5,16.5,1.0,48.49
2016-07-01,US DOLLAR,281.75,17.1,0.8,48.04
2016-07-04,US DOLLAR,281.5,17.1,0.8,48.65
2016-07-08,US DOLLAR,281.5,17.1,0.8,45.04
2016-07-11,US DOLLAR,282.0,17.1,0.8,44.78
2016-07-12,US DOLLAR,282.75,17.1,0.8,45.51
2016-07-13,US DOLLAR,283.25,17.1,0.8,46.0
2016-07-14,US DOLLAR,283.5,17.1,0.8,45.62
2016-07-15,US DOLLAR,289.5,17.1,0.8,46.45
2016-07-18,US DOLLAR,291.5,17.1,0.8,46.01
2016-07-19,US DOLLAR,292.4,17.1,0.8,45.8
2016-07-20,US DOLLAR,292.4,17.1,0.8,45.77
2016-07-21,US DOLLAR,291.9,17.1,0.8,46.43
2016-07-22,US DOLLAR,299.5,17.1,0.8,45.18
2016-07-25,US DOLLAR,309.5,17.1,0.8,44.24
2016-07-26,US DOLLAR,311.5,17.1,0.8,43.63
2016-07-27,US DOLLAR,315.5,17.1,0.8,43.49
2016-07-28,US DOLLAR,310.85,17.1,0.8,42.36
2016-07-29,US DOLLAR,312.5,17.1,0.8,41.56
2016-08-01,US DOLLAR,315.0,17.6,1.1,40.6
2016-08-02,US DOLLAR,310.0,17.6,1.1,40.8
2016-08-03,US DOLLAR,309.5,17.6,1.1,40.41
2016-08-04,US DOLLAR,309.5,17.6,1.1,41.11
2016-08-05,US DOLLAR,310.5,17.6,1.1,42.33
2016-08-08,US DOLLAR,310.5,17.6,1.1,43.43
2016-08-09,US DOLLAR,310.0,17.6,1.1,43.73
2016-08-10,US DOLLAR,319.5,17.6,1.1,43.17
2016-08-11,US DOLLAR,309.5,17.6,1.1,42.62
2016-08-12,US DOLLAR,309.5,17.6,1.1,44.78
2016-08-15,US DOLLAR,309.5,17.6,1.1,46.15
2016-08-16,US DOLLAR,309.3,17.6,1.1,48.0
2016-08-17,US DOLLAR,308.5,17.6,1.1,48.85
2016-08-18,US DOLLAR,324.5,17.6,1.1,49.75
2016-08-19,US DOLLAR,307.5,17.6,1.1,48.54
2016-08-22,US DOLLAR,305.0,17.6,1.1,49.02
2016-08-23,US DOLLAR,305.0,17.6,1.1,48.29
2016-08-24,US DOLLAR,305.0,17.6,1.1,48.42
2016-08-25,US DOLLAR,304.5,17.6,1.1,48.28
2016-08-26,US DOLLAR,304.5,17.6,1.1,49.83
2016-08-29,US DOLLAR,305.0,17.6,1.1,49.78
2016-08-30,US DOLLAR,305.0,17.6,1.1,49.17
2016-08-31,US DOLLAR,305.5,17.6,1.1,47.66
2016-09-01,US DOLLAR,304.5,17.9,1.5,46.39
2016-09-02,US DOLLAR,304.5,17.9,1.5,46.35
2016-09-05,US DOLLAR,305.0,17.9,1.5,48.16
2016-09-06,US DOLLAR,305.0,17.9,1.5,47.36
2016-09-07,US DOLLAR,304.5,17.9,1.5,48.0
2016-09-08,US DOLLAR,305.0,17.9,1.5,49.29
2016-09-09,US DOLLAR,304.5,17.9,1.5,49.6
2016-09-14,US DOLLAR,305.0,17.9,1.5,47.25
2016-09-15,US DOLLAR,304.5,17.9,1.5,46.6
2016-09-16,US DOLLAR,305.0,17.9,1.5,46.16
2016-09-19,US DOLLAR,304.5,17.9,1.5,46.56
2016-09-20,US DOLLAR,304.5,17.9,1.5,45.87
2016-09-21,US DOLLAR,304.5,17.9,1.5,46.82
2016-09-22,US DOLLAR,305.0,17.9,1.5,47.68
2016-09-23,US DOLLAR,304.5,17.9,1.5,48.09
2016-09-26,US DOLLAR,304.5,17.9,1.5,47.06
2016-09-27,US DOLLAR,305.0,17.9,1.5,46.61
2016-09-28,US DOLLAR,305.0,17.9,1.5,46.72
2016-09-29,US DOLLAR,304.75,17.9,1.5,48.77
2016-10-04,US DOLLAR,304.5,18.3,1.6,49.9
2016-10-05,US DOLLAR,304.5,18.3,1.6,50.88
2016-10-06,US DOLLAR,304.5,18.3,1.6,50.89
2016-10-07,US DOLLAR,304.5,18.3,1.6,51.23
2016-10-10,US DOLLAR,304.75,18.3,1.6,51.74
2016-10-11,US DOLLAR,304.75,18.3,1.6,52.07
2016-10-12,US DOLLAR,304.5,18.3,1.6,51.38
2016-10-13,US DOLLAR,304.5,18.3,1.6,50.62
2016-10-14,US DOLLAR,304.5,18.3,1.6,50.84
2016-10-17,US DOLLAR,305.0,18.3,1.6,50.23
2016-10-18,US DOLLAR,305.0,18.3,1.6,50.89
2016-10-19,US DOLLAR,304.75,18.3,1.6,51.97
2016-10-20,US DOLLAR,304.75,18.3,1.6,51.83
2016-10-21,US DOLLAR,304.75,18.3,1.6,51.58
2016-10-24,US DOLLAR,305.0,18.3,1.6,51.37
2016-10-25,US DOLLAR,305.0,18.3,1.6,51.05
2016-10-26,US DOLLAR,305.0,18.3,1.6,49.59
2016-10-27,US DOLLAR,305.0,18.3,1.6,50.05
2016-10-28,US DOLLAR,304.5,18.3,1.6,49.89
2016-10-31,US DOLLAR,304.5,18.3,1.6,47.62
2016-11-01,US DOLLAR,304.75,18.48,1.7,48.15
2016-11-02,US DOLLAR,304.75,18.48,1.7,46.03
2016-11-03,US DOLLAR,304.75,18.48,1.7,44.84
2016-11-07,US DOLLAR,304.5,18.48,1.7,43.66
2016-11-08,US DOLLAR,304.5,18.48,1.7,43.48
2016-11-09,US DOLLAR,304.5,18.48,1.7,43.48
2016-11-10,US DOLLAR,304.75,18.48,1.7,44.36
2016-11-11,US DOLLAR,304.75,18.48,1.7,43.16
2016-11-14,US DOLLAR,304.75,18.48,1.7,41.73
2016-11-15,US DOLLAR,304.75,18.48,1.7,43.69
2016-11-16,US DOLLAR,305.0,18.48,1.7,44.64
2016-11-17,US DOLLAR,305.0,18.48,1.7,45.37
2016-11-18,US DOLLAR,305.0,18.48,1.7,44.63
2016-11-21,US DOLLAR,304.5,18.48,1.7,45.97
2016-11-22,US DOLLAR,304.5,18.48,1.7,46.52
2016-11-23,US DOLLAR,304.5,18.48,1.7,46.53
2016-11-24,US DOLLAR,304.5,18.48,1.7,46.75
2016-11-25,US DOLLAR,304.75,18.48,1.7,47.03
2016-11-28,US DOLLAR,304.75,18.48,1.7,46.06
2016-11-29,US DOLLAR,304.75,18.48,1.7,45.46
2016-11-30,US DOLLAR,304.5,18.48,1.7,47.35
2016-12-01,US DOLLAR,304.5,18.55,2.1,50.91
2016-12-05,US DOLLAR,305.0,18.55,2.1,53.5
2016-12-06,US DOLLAR,305.0,18.55,2.1,53.1
2016-12-07,US DOLLAR,305.0,18.55,2.1,52.35
2016-12-08,US DOLLAR,305.0,18.55,2.1,52.07
2016-12-09,US DOLLAR,305.0,18.55,2.1,52.67
2016-12-13,US DOLLAR,304.5,18.55,2.1,53.53
2016-12-14,US DOLLAR,304.5,18.55,2.1,53.15
2016-12-16,US DOLLAR,304.5,18.55,2.1,52.98
2016-12-19,US DOLLAR,304.75,18.55,2.1,54.73
2016-12-20,US DOLLAR,304.75,18.55,2.1,54.31
2016-12-23,US DOLLAR,304.75,18.55,2.1,54.01
2016-12-28,US DOLLAR,304.75,18.55,2.1,55.55
2016-12-29,US DOLLAR,304.75,18.55,2.1,55.59
2016-12-30,US DOLLAR,304.5,18.55,2.1,55.89
2017-01-03,US DOLLAR,304.5,18.72,2.5,56.69
2017-01-04,US DOLLAR,304.5,18.72,2.5,54.91
2017-01-05,US DOLLAR,304.5,18.72,2.5,55.83
2017-01-09,US DOLLAR,304.5,18.72,2.5,55.53
2017-01-10,US DOLLAR,304.5,18.72,2.5,54.4
2017-01-11,US DOLLAR,304.5,18.72,2.5,53.25
2017-01-13,US DOLLAR,304.5,18.72,2.5,54.79
2017-01-16,US DOLLAR,304.75,18.72,2.5,54.66
2017-01-17,US DOLLAR,304.75,18.72,2.5,55.6
2017-01-18,US DOLLAR,304.75,18.72,2.5,53.25
2017-01-19,US DOLLAR,305.0,18.72,2.5,53.44
2017-01-20,US DOLLAR,305.0,18.72,2.5,54.23
2017-01-23,US DOLLAR,305.0,18.72,2.5,54.87
2017-01-24,US DOLLAR,305.0,18.72,2.5,55.32
2017-01-25,US DOLLAR,305.0,18.72,2.5,54.34
2017-01-27,US DOLLAR,304.75,18.72,2.5,55.65
2017-01-30,US DOLLAR,304.75,18.72,2.5,55.18
2017-01-31,US DOLLAR,304.75,18.72,2.5,55.13
2017-02-01,US DOLLAR,304.75,17.78,2.7,55.34
2017-02-02,US DOLLAR,304.75,17.78,2.7,56.43
2017-02-03,US DOLLAR,304.75,17.78,2.7,55.94
2017-02-06,US DOLLAR,304.75,17.78,2.7,55.9
2017-02-07,US DOLLAR,304.75,17.78,2.7,54.94
2017-02-08,US DOLLAR,304.75,17.78,2.7,53.82
2017-02-09,US DOLLAR,304.5,17.78,2.7,54.81
2017-02-10,US DOLLAR,304.5,17.78,2.7,54.93
2017-02-13,US DOLLAR,304.5,17.78,2.7,54.88
2017-02-14,US DOLLAR,305.0,17.78,2.7,54.86
2017-02-15,US DOLLAR,305.0,17.78,2.7,54.65
2017-02-16,US DOLLAR,305.0,17.78,2.7,54.77
2017-02-17,US DOLLAR,305.0,17.78,2.7,54.31
2017-02-20,US DOLLAR,304.75,17.78,2.7,55.35
2017-02-21,US DOLLAR,304.75,17.78,2.7,56.16
2017-02-22,US DOLLAR,304.75,17.78,2.7,55.75
2017-02-23,US DOLLAR,305.0,17.78,2.7,56.06
2017-02-24,US DOLLAR,305.0,17.78,2.7,55.46
2017-02-27,US DOLLAR,305.0,17.78,2.7,55.38
2017-02-28,US DOLLAR,305.0,17.78,2.7,54.4
2017-03-01,US DOLLAR,304.75,17.26,2.4,54.98
2017-03-02,US DOLLAR,304.75,17.26,2.4,55.32
2017-03-03,US DOLLAR,304.75,17.26,2.4,54.34
2017-03-06,US DOLLAR,305.0,17.26,2.4,54.5
2017-03-07,US DOLLAR,305.25,17.26,2.4,55.25
2017-03-08,US DOLLAR,305.2,17.26,2.4,54.35
2017-03-09,US DOLLAR,305.3,17.26,2.4,51.05
2017-03-10,US DOLLAR,305.3,17.26,2.4,51.43
2017-03-13,US DOLLAR,305.5,17.26,2.4,50.37
2017-03-14,US DOLLAR,305.75,17.26,2.4,50.05
2017-03-15,US DOLLAR,306.0,17.26,2.4,51.17
2017-03-16,US DOLLAR,306.25,17.26,2.4,51.42
2017-03-17,US DOLLAR,306.5,17.26,2.4,51.14
2017-03-20,US DOLLAR,307.0,17.26,2.4,50.56
2017-03-21,US DOLLAR,307.0,17.26,2.4,51.01
2017-03-22,US DOLLAR,307.25,17.26,2.4,49.58
2017-03-23,US DOLLAR,307.5,17.26,2.4,50.28
2017-03-24,US DOLLAR,306.5,17.26,2.4,50.48
2017-03-27,US DOLLAR,306.3,17.26,2.4,50.17
2017-03-28,US DOLLAR,306.15,17.26,2.4,50.93
2017-03-29,US DOLLAR,306.0,17.26,2.4,51.12
2017-03-30,US DOLLAR,305.9,17.26,2.4,51.92
2017-03-31,US DOLLAR,305.85,17.26,2.4,52.21
2017-04-03,US DOLLAR,305.8,17.24,2.2,52.91
2017-04-04,US DOLLAR,305.75,17.24,2.2,52.71
2017-04-05,US DOLLAR,305.7,17.24,2.2,54.1
2017-04-06,US DOLLAR,305.7,17.24,2.2,54.11
2017-04-07,US DOLLAR,305.65,17.24,2.2,54.59
2017-04-10,US DOLLAR,305.65,17.24,2.2,55.28
2017-04-11,US DOLLAR,305.6,17.24,2.2,55.16
2017-04-12,US DOLLAR,305.6,17.24,2.2,55.92
2017-04-18,US DOLLAR,305.5,17.24,2.2,54.7
2017-04-19,US DOLLAR,305.5,17.24,2.2,52.91
2017-04-20,US DOLLAR,305.5,17.24,2.2,51.58
2017-04-21,US DOLLAR,305.5,17.24,2.2,52.56
2017-04-24,US DOLLAR,305.45,17.24,2.2,50.62
2017-04-25,US DOLLAR,305.4,17.24,2.2,49.91
2017-04-28,US DOLLAR,305.35,17.24,2.2,51.03
2017-05-02,US DOLLAR,305.3,16.25,1.9,50.66
2017-05-03,US DOLLAR,305.25,16.25,1.9,49.23
2017-05-04,US DOLLAR,305.2,16.25,1.9,48.81
2017-05-05,US DOLLAR,305.2,16.25,1.9,47.54
2017-05-08,US DOLLAR,305.2,16.25,1.9,47.59
2017-05-09,US DOLLAR,305.15,16.25,1.9,47.65
2017-05-10,US DOLLAR,305.1,16.25,1.9,48.0
2017-05-11,US DOLLAR,305.1,16.25,1.9,49.24
2017-05-12,US DOLLAR,305.1,16.25,1.9,49.32
2017-05-15,US DOLLAR,305.1,16.25,1.9,51.05
2017-05-16,US DOLLAR,304.95,16.25,1.9,51.5
2017-05-17,US DOLLAR,304.95,16.25,1.9,51.52
2017-05-18,US DOLLAR,304.95,16.25,1.9,51.45
2017-05-19,US DOLLAR,304.95,16.25,1.9,52.77
2017-05-22,US DOLLAR,304.95,16.25,1.9,53.65
2017-05-23,US DOLLAR,304.9,16.25,1.9,53.29
2017-05-24,US DOLLAR,304.9,16.25,1.9,53.75
2017-05-25,US DOLLAR,304.9,16.25,1.9,52.91
2017-05-26,US DOLLAR,304.85,16.25,1.9,51.11
2017-05-30,US DOLLAR,304.9,16.25,1.9,51.2
2017-05-31,US DOLLAR,304.9,16.25,1.9,50.22
2017-06-01,US DOLLAR,304.95,16.1,1.6,50.36
2017-06-02,US DOLLAR,305.0,16.1,1.6,49.05
2017-06-05,US DOLLAR,305.05,16.1,1.6,48.82
2017-06-06,US DOLLAR,305.05,16.1,1.6,48.93
2017-06-07,US DOLLAR,305.1,16.1,1.6,48.77
2017-06-08,US DOLLAR,305.1,16.1,1.6,47.28
2017-06-09,US DOLLAR,305.1,16.1,1.6,46.9
2017-06-12,US DOLLAR,305.15,16.1,1.6,47.55
2017-06-13,US DOLLAR,305.2,16.1,1.6,47.2
2017-06-14,US DOLLAR,305.2,16.1,1.6,47.31
2017-06-15,US DOLLAR,305.25,16.1,1.6,46.05
2017-06-16,US DOLLAR,305.25,16.1,1.6,46.53
2017-06-19,US DOLLAR,305.3,16.1,1.6,46.44
2017-06-20,US DOLLAR,305.3,16.1,1.6,45.19
2017-06-21,US DOLLAR,305.35,16.1,1.6,44.89
2017-06-22,US DOLLAR,305.35,16.1,1.6,44.47
2017-06-23,US DOLLAR,305.35,16.1,1.6,44.67
2017-06-28,US DOLLAR,305.4,16.1,1.6,46.53
2017-06-29,US DOLLAR,305.4,16.1,1.6,47.55
2017-06-30,US DOLLAR,305.4,16.1,1.6,47.52
2017-07-03,US DOLLAR,305.45,16.05,1.7,48.76
2017-07-04,US DOLLAR,305.45,16.05,1.7,49.19
2017-07-05,US DOLLAR,305.5,16.05,1.7,48.31
2017-07-06,US DOLLAR,305.5,16.05,1.7,48.16
2017-07-07,US DOLLAR,305.5,16.05,1.7,46.55
2017-07-10,US DOLLAR,305.5,16.05,1.7,46.27
2017-07-11,US DOLLAR,305.5,16.05,1.7,46.21
2017-07-12,US DOLLAR,305.45,16.05,1.7,47.81
2017-07-13,US DOLLAR,305.45,16.05,1.7,46.8
2017-07-14,US DOLLAR,305.4,16.05,1.7,47.88
2017-07-17,US DOLLAR,305.4,16.05,1.7,48.3
2017-07-18,US DOLLAR,305.35,16.05,1.7,47.79
2017-07-19,US DOLLAR,305.35,16.05,1.7,48.39
2017-07-20,US DOLLAR,305.3,16.05,1.7,48.77
2017-07-21,US DOLLAR,305.3,16.05,1.7,48.29
2017-07-24,US DOLLAR,305.25,16.05,1.7,47.37
2017-07-25,US DOLLAR,305.25,16.05,1.7,48.64
2017-07-26,US DOLLAR,305.2,16.05,1.7,49.84
2017-07-28,US DOLLAR,305.15,16.05,1.7,51.43
2017-07-31,US DOLLAR,305.15,16.05,1.7,52.03
2017-08-01,US DOLLAR,305.1,16.01,1.9,51.93
2017-08-02,US DOLLAR,305.1,16.01,1.9,51.3
2017-08-03,US DOLLAR,305.05,16.01,1.9,52.54
2017-08-04,US DOLLAR,305.05,16.01,1.9,51.92
2017-08-07,US DOLLAR,305.0,16.01,1.9,51.85
2017-08-08,US DOLLAR,305.0,16.01,1.9,52.18
2017-08-09,US DOLLAR,305.05,16.01,1.9,52.15
2017-08-10,US DOLLAR,305.05,16.01,1.9,53.05
2017-08-11,US DOLLAR,305.1,16.01,1.9,51.69
2017-08-14,US DOLLAR,305.1,16.01,1.9,51.59
2017-08-15,US DOLLAR,305.15,16.01,1.9,50.0
2017-08-16,US DOLLAR,305.15,16.01,1.9,50.49
2017-08-17,US DOLLAR,305.15,16.01,1.9,49.96
2017-08-18,US DOLLAR,305.2,16.01,1.9,50.79
2017-08-21,US DOLLAR,305.2,16.01,1.9,52.1
2017-08-22,US DOLLAR,305.25,16.01,1.9,51.99
